1/T,avg,rate,app
12.65822784810126,-9.495743602912508,-68.93353669387608,9.495689578581334
12.578616352201253,-9.463828381059502,-68.17883461962357,9.463775349141315
12.499999999999995,-9.431995899226886,-67.43607216591555,9.431943841677366
12.4223602484472,-9.400248449145744,-66.70500477752324,9.400197348166387
12.345679012345675,-9.368588232007331,-65.9853940379324,9.368538070047919
12.269938650306743,-9.33701736075537,-65.27700748596367,9.336968120515962
12.195121951219507,-9.30553786234347,-64.57961843881179,9.305489526776398
12.121212121212116,-9.274151679956788,-63.89300582124237,9.274104232267575
12.048192771084333,-9.242860675197356,-63.21695400069792,9.242814098845543
11.976047904191612,-9.211666630232477,-62.551252628075744,9.211620908932787
11.9047619047619,-9.180571249905503,-61.895696483951795,9.180526367627067
11.834319526627214,-9.149576163808888,-61.25008533003438,9.149532104775574
11.764705882352937,-9.118682928319071,-60.6142237656421,9.1186396770089
11.695906432748533,-9.087893028592937,-59.98792108900903,9.087850569737668
11.627906976744182,-9.057207880525924,-59.370991163229725,9.057166199109759
11.560693641618492,-9.026628832671419,-58.763252286664304,9.026587913929745
11.494252873563214,-8.996157168121679,-58.16452706763248,8.996116997539843
11.428571428571423,-8.965794106350357,-57.57464230323228,8.965754669662033
11.36363636363636,-8.935540805016498,-56.9934288621273,8.935502088201872
11.299435028248583,-8.905398361730539,-56.42072157115194,8.90536035101428
11.23595505617977,-8.875367815782191,-55.8563591055919,8.875330497631353
11.173184357541894,-8.84545014983073,-55.30018388300224,8.84541351095254
11.111111111111107,-8.815646291557824,-54.75204196043189,8.81561031889754
11.049723756906072,-8.785957115283408,-54.21178293492859,8.785921796021455
10.989010989010984,-8.756383443544712,-53.6792598472043,8.75634876509423
10.928961748633876,-8.726926048639209,-53.15432908834494,8.726891998643794
10.8695652173913,-8.697585654131526,-52.636850309454424,8.697552220461716
10.810810810810805,-8.668362936325043,-52.12668633412695,8.66833010707603
10.752688172043007,-8.639258525698558,-51.62370307364548,8.639226289187206
10.695187165775396,-8.610273008308445,-51.127769444809346,8.610241353070649
10.63829787234042,-8.58140692715691,-50.63875729029746,8.581375841943952
10.582010582010577,-8.552660783526807,-50.156541301477176,8.552630257302724
10.52631578947368,-8.524035038283543,-49.680998943572845,8.524005060222237
10.471204188481671,-8.495530113144644,-49.212010383111554,8.495500672626633
10.416666666666663,-8.4671463919175,-48.74945841756647,8.467117478526745
10.36269430051813,-8.438884221705825,-48.29322840712172,8.438855825226653
10.30927835051546,-8.410743914085447,-47.843208208485535,8.410716024499607
10.256410256410252,-8.38272574624998,-47.39928811068148,8.382698353733133
10.204081632653056,-8.354829962126878,-46.9613607727499,8.354803057046126
10.152284263959386,-8.32705677346454,-46.529321163294966,8.327030346374556
10.101010101010097,-8.299406360890943,-46.10306650181457,8.299380402531483
10.050251256281403,-8.271878874944425,-45.68249620175313,8.271853376236663
9.999999999999995,-8.24447443707721,-45.26751181521966,8.2444493891212
9.950248756218901,-8.217193140632139,-44.85801697931529,8.217168534703148
9.900990099009896,-8.190035051793279,-44.453917364016846,8.19001087933924
9.852216748768468,-8.163000210510866,-44.05512062156532,8.162976463148993
9.803921568627446,-8.136088631401297,-43.66153633730917,8.136065300915448
9.756097560975604,-8.109300304622517,-43.27307598195521,8.10927738295976
9.708737864077666,-8.082635196725445,-42.88965286518105,8.082612675993289
9.661835748792265,-8.056093251482077,-42.511182090564624,8.056071123945742
9.615384615384611,-8.029674390690568,-42.13758051178873,8.02965264876974
9.569377990430617,-8.003378514958037,-41.76876669007881,8.00335715122435
9.523809523809518,-7.977205504461526,-41.40466085283528,7.977184511635187
9.478672985781985,-7.951155219687538,-41.04518485342139,7.951134590634922
9.433962264150939,-7.925227502150873,-40.69026213207066,7.925207229881892
9.389671361502343,-7.899422175093042,-40.33981767787789,7.89940225275825
9.34579439252336,-7.873739044160852,-39.993777991839956,7.873719465048509
9.302325581395344,-7.848177898065674,-39.65207105091321,7.84815865559915
9.259259259259254,-7.822738509223808,-39.314626273055794,7.8227195969593595
9.216589861751148,-7.797420634378381,-38.981374483224236,7.797402046002162
9.1743119266055,-7.772224015203334,-38.65224788029461,7.7722057445289465
9.132420091324196,-7.747148378889891,-38.32718000487994,7.747130419855921
9.090909090909086,-7.722193438715949,-38.00610570801595,7.722175785383683
9.049773755656103,-7.6973588945988025,-37.68896112068889,7.697341541149285
9.009009009009004,-7.672644433631679,-37.37568362417952,7.6726273743639695
8.968609865470848,-7.648049730604454,-37.066211821198536,7.64803295993255
8.928571428571423,-7.623574448508997,-36.76048550778943,7.623557960959943
8.888888888888884,-7.599218239029528,-36.45844564597573,7.599202029241553
8.84955752212389,-7.574980743018259,-36.160034337130064,7.574964805737579
8.810572687224665,-7.550861590957012,-35.86519479604372,7.550845921036284
8.771929824561399,-7.526860403404792,-35.57387132567554,7.526844995801071
8.733624454148467,-7.502976791432004,-35.28600929256018,7.502961641203967
8.69565217391304,-7.479210357041489,-35.00155510285608,7.479195459348091
8.658008658008653,-7.45556069357675,-34.72045617901433,7.455546043674758
8.62068965517241,-7.432027386117893,-34.44266093705033,7.432012979359627
8.58369098712446,-7.408610011865256,-34.168118764400305,7.408595843697356
8.547008547008543,-7.385308140511433,-33.89677999834591,7.385294206472565
8.510638297872337,-7.36212133460176,-33.62859590499031,7.362107630320338
8.474576271186436,-7.339049149883668,-33.36351865876971,7.339035671076431
8.438818565400839,-7.3160911356452685,-33.10150132248504,7.316077878115436
8.40336134453781,-7.2932468350432655,-32.84249782783864,7.29323379467877
8.36820083682008,-7.27051578542073,-32.58646295646172,7.270502958192196
8.333333333333329,-7.247897518614789,-32.33335232141841,7.247884900574036
8.298755186721987,-7.225391561254817,-32.08312234917297,7.2253791485330225
8.264462809917351,-7.202997435050972,-31.835730262006884,7.20298522385724
8.230452674897116,-7.180714657073679,-31.59113406087333,7.180702643693337
8.196721311475406,-7.158542740024226,-31.349292508676548,7.158530920816872
8.163265306122444,-7.136481192496656,-31.110165113964335,7.136469563895162
8.130081300813004,-7.114529519231276,-30.873712115021995,7.114518077739945
8.097165991902829,-7.092687221359927,-30.639894464356583,7.0926759635532335
8.064516129032254,-7.070953796643382,-30.40867381356079,7.070942719164066
8.03212851405622,-7.049328739700995,-30.18001249854562,7.049317839259118
7.9999999999999964,-7.027811542232781,-29.953873525132128,7.02780081560411
7.968127490039837,-7.00640169323432,-29.730220554991885,7.006391137258447
7.936507936507933,-6.985098679204492,-29.509017891927055,6.985088290784688
7.905138339920945,-6.963901984346348,-29.29023046848048,6.963891760447154
7.874015748031493,-6.942811090761312,-29.073823832867024,6.942801028407814
7.843137254901957,-6.921825478636903,-28.85976413621728,6.921815574913239
7.8124999999999964,-6.900944626428111,-28.648018120125393,6.900934878476221
7.782101167315171,-6.880168011032694,-28.438553104492616,6.880158416050904
7.75193798449612,-6.859495107960496,-28.2313369756588,6.859485663203145
7.722007722007718,-6.838925391496973,-28.026338174814033,6.838916094272179
7.692307692307689,-6.818458334861225,-27.823525686683002,6.818449182530685
7.662835249042142,-6.798093410358411,-27.622869028474742,6.798084400335597
7.633587786259539,-6.777830089527062,-27.424338239090908,6.7778212192764045
7.604562737642582,-6.757667843281117,-27.22790386858549,6.757659110317093
7.575757575757573,-6.737606142047015,-27.033536967869605,6.73759754393285
7.547169811320751,-6.717644455896086,-26.841209078654735,6.717635990242684
7.5187969924811995,-6.697782254672025,-26.650892223628286,6.697773919137319
7.490636704119846,-6.678019008114014,-26.462558896855334,6.678010800401637
7.462686567164176,-6.6583541859752895,-26.27618205440073,6.658346103833821
7.434944237918212,-6.638787258137526,-26.0917351051658,6.6387792993594985
7.407407407407404,-6.61931769472099,-25.909191901934136,6.619309857141957
7.380073800738004,-6.59994496619066,-25.72852673262107,6.5999372476881035
7.352941176470584,-6.580668543458488,-25.54971431172155,6.580660941951351
7.326007326007322,-6.561487897981824,-25.372729771951473,6.561480411429443
7.299270072992697,-6.542402501858121,-25.19754865607732,6.542395128259045
7.272727272727269,-6.52341182791616,-25.024146908929527,6.523404565308169
7.2463768115941996,-6.50451534980367,-24.852500869594763,6.504508196262179
7.220216606498192,-6.485712542071774,-24.68258726378266,6.485705495709169
7.194244604316543,-6.467002880255953,-24.514383196362566,6.466995939221363
7.168458781362004,-6.448385840954052,-24.347866144066103,6.448379003431853
7.14285714285714,-6.429860901901085,-24.183013948351217,6.429854166110658
7.1174377224199254,-6.411427542041121,-24.01980480842391,6.411420906235833
7.092198581560281,-6.393085241596269,-23.858217274413512,6.3930787040633845
7.067137809187276,-6.374833482132896,-23.698230240697793,6.374827041191793
7.042253521126757,-6.356671746625101,-23.53982293937417,6.356665400627492
7.017543859649119,-6.3385995195155855,-23.382974933873363,6.338593266844782
6.99300699300699,-6.320616286773989,-23.227666112712107,6.320610125843643
6.968641114982575,-6.302721535952697,-23.073876683381275,6.302715465207029
6.944444444444441,-6.284914756240374,-22.92158716636638,6.284908774152768
6.920415224913492,-6.267195438513036,-22.770778389297003,6.267189543585914
6.896551724137928,-6.2495630753829925,-22.621431481222082,6.249557266146894
6.872852233676973,-6.232017161245576,-22.473527867008006,6.232011436259143
6.849315068493147,-6.214557192323757,-22.327049261856562,6.214551550172246
6.825938566552898,-6.197182666710706,-22.181977665939783,6.197177106006222
6.802721088435371,-6.179893084410413,-22.0382953591489,6.179887603791485
6.779661016949149,-6.162687947376385,-21.895984895954697,6.162682545506414
6.7567567567567535,-6.1455667595484575,-21.755029100376586,6.145561435116349
6.734006734006731,-6.128529026887836,-21.615411061057703,6.128523778606507
6.711409395973151,-6.1115742574104175,-21.477114126443688,6.111569084017276
6.688963210702338,-6.094701961218385,-21.340121900062535,6.094696861474006
6.666666666666663,-6.077911650530196,-21.20441823590316,6.077906623218155
6.644518272425246,-6.061202839709002,-21.069987233890373,6.061197883635714
6.622516556291387,-6.044575045289517,-20.936813235453986,6.044570159283182
6.600660066006597,-6.028027786003429,-20.80488081918981,6.0280229689140015
6.5789473684210495,-6.011560582803386,-20.674174796610405,6.011555833502143
6.5573770491803245,-5.995172958885567,-20.544680207983514,5.9951682762646215
6.535947712418297,-5.978864439710926,-20.4163823182561,5.978859822682637
6.514657980456023,-5.962634553025205,-20.28926661306201,5.9626300005218695
6.49350649350649,-5.9464828288775475,-20.16331879481132,5.946478339851012
6.47249190938511,-5.930408799638079,-20.038524778859514,5.930404373059275
6.451612903225803,-5.914412000014171,-19.914870689754576,5.914407634872987
6.430868167202569,-5.89849196706567,-19.792342857560296,5.898487662370258
6.410256410256407,-5.882648240218948,-19.67092781425397,5.8826439949957035
6.389776357827473,-5.866880361279975,-19.550612290196852,5.866876174572781
6.3694267515923535,-5.851187874446312,-19.431383210675623,5.851183745316405
6.349206349206346,-5.835570326318139,-19.31322769251336,5.835566253843865
6.329113924050629,-5.820027265908324,-19.19613304074833,5.820023249184601
6.309148264984223,-5.804558244651569,-19.080086745379152,5.804554282789354
6.289308176100626,-5.78916281641267,-18.9650764781748,5.789158908539207
6.2695924764890245,-5.773840537493878,-18.85109008954793,5.773836682752176
6.2499999999999964,-5.758590966641516,-18.73811560549026,5.758587164189748
6.230529595015573,-5.74341366505169,-18.62614122456843,5.743409914063079
6.211180124223599,-5.72830819637529,-18.515155314979133,5.728304496037936
6.191950464396282,-5.713274126722251,-18.40514641166212,5.713270476238733
6.172839506172836,-5.698311024665014,-18.29610321346983,5.698307423251947
6.153846153846151,-5.683418461241396,-18.18801458039239,5.683414908129578
6.134969325153371,-5.668596009956742,-18.0808695308367,5.6685925043900625
6.116207951070333,-5.653843246785355,-17.97465723895853,5.653839788021514
6.097560975609753,-5.63915975017148,-17.86936703204633,5.639156337481722
6.079027355623097,-5.624545101029486,-17.76498838795572,5.624541733696958
6.060606060606057,-5.609998882743619,-17.66151093259352,5.609995560064647
6.04229607250755,-5.595520681167124,-17.55892443745019,5.595517402450241
6.024096385542165,-5.581110084620832,-17.45721881717972,5.58110684918671
6.006006006006003,-5.566766683891277,-17.35638412722586,5.566763491072379
5.988023952095805,-5.552490072228232,-17.25641056149371,5.552486921369052
5.97014925373134,-5.538279845341862,-17.15728845006574,5.538276735797979
5.952380952380949,-5.524135601399333,-17.05900825696117,5.5241325325375215
5.934718100890205,-5.510056941021042,-16.961560577937934,5.510053912219291
5.917159763313606,-5.49604346727635,-16.864936138336116,5.496040477923145
5.89970501474926,-5.482094785678971,-16.76912579096223,5.482091835173719
5.8823529411764675,-5.468210504181953,-16.67412051401316,5.468207591934288
5.865102639296184,-5.454390233172218,-16.579911409039234,5.454387358601821
5.847953216374266,-5.44063358546485,-16.48648969894535,5.440630748001524
5.8309037900874605,-5.426940176296928,-16.393846726029484,5.426937375380248
5.81395348837209,-5.413309623321082,-16.301973950057764,5.413306858400006
5.797101449275359,-5.399741546598708,-16.210862946375315,5.39973881713189
5.780346820809245,-5.386235568592925,-16.120505404052135,5.386232874048574
5.763688760806913,-5.372791314161126,-16.030893124063283,5.3727886540157215
5.747126436781606,-5.359408410547357,-15.942018017502662,5.359405784286764
5.730659025787962,-5.346086487374399,-15.853872103829627,5.346083894493347
5.714285714285711,-5.332825176635525,-15.766447509147875,5.332822616637031
5.698005698005694,-5.319624112686124,-15.6797364645158,5.319621585081677
5.681818181818179,-5.3064829322349825,-15.593731304287743,5.3064804365444616
5.665722379603396,-5.293401274335415,-15.50842446448548,5.293398810086501
5.649717514124291,-5.280378780376127,-15.423808481199337,5.280376347104607
5.633802816901405,-5.267415094071909,-15.3398759890183,5.26741269132134
5.6179775280898845,-5.25450986145414,-15.256619719488517,5.254507488775914
5.60224089635854,-5.241662730861076,-15.174032499599678,5.241660387813681
5.586592178770946,-5.228873352927942,-15.0921072502986,5.228871039077603
5.57103064066852,-5.216141380576958,-15.01083698502957,5.2161390954971125
5.555555555555553,-5.203466469007086,-14.930214808300803,5.203464212278163
5.540166204986146,-5.190848275683687,-14.85023391427657,5.1908460468928865
5.524861878453035,-5.178286460328035,-14.770887585394428,5.178284259069812
5.509641873278234,-5.165780684906686,-14.692169191007059,5.16577851078182
5.494505494505491,-5.153330613620706,-14.614072186048201,5.153328466236758
5.479452054794518,-5.14093591289482,-14.536590109722262,5.140933791865734
5.464480874316937,-5.128596251366372,-14.459716584217015,5.128594156312602
5.449591280653948,-5.116311299874287,-14.383445313439047,5.116309230422303
5.434782608695649,-5.104080731447821,-14.307770081771423,5.104078687230242
5.420054200542002,-5.091904221295282,-14.23268475285315,5.091902201950916
5.405405405405403,-5.079781446792666,-14.158183268379993,5.0797794519661466
5.390835579514822,-5.067712087472179,-14.08425964692625,5.067710116813771
5.376344086021502,-5.055695825010704,-14.010907982787058,5.055693878176442
5.361930294906163,-5.043732343218181,-13.938122444840808,5.04373041986986
5.347593582887697,-5.0318213280259565,-13.86589727543129,5.031819427830669
5.33333333333333,-5.019962467475027,-13.794226789269189,5.0199605901052
5.31914893617021,-5.00815545170424,-13.723105372352526,5.008153596837531
5.305039787798405,-4.996399972938501,-13.652527480905707,4.996398140258009
5.291005291005288,-4.984695725476858,-13.582487640336803,4.984693914670686
5.277044854881264,-4.973042405680558,-13.512980444212683,4.973040616441779
5.263157894736839,-4.961439711961122,-13.444000553251684,4.9614379439877325
5.249343832020994,-4.949887344768333,-13.3755426943335,4.949885597763057
5.235602094240835,-4.93838500657821,-13.307601659525885,4.938383280248729
5.221932114882503,-4.926932401880981,-13.240172305127896,4.926930695939575
5.20833333333333,-4.915529237168975,-13.173249550729391,4.915527551332161
5.194805194805192,-4.904175220924584,-13.106828378286375,4.904173554913768
5.1813471502590644,-4.892870063608147,-13.04090383121197,4.892868417148975
5.167958656330746,-4.881613477645812,-12.975471013482712,4.881611850468403
5.154639175257729,-4.8704051774174735,-12.910525088759805,4.8704035692562115
5.141388174807195,-4.859244879244634,-12.846061279525134,4.8592432898378775
5.128205128205125,-4.848132301378258,-12.782074866231728,4.848130730468597
5.115089514066493,-4.837067163986694,-12.718561186468364,4.8370656113207815
5.102040816326528,-4.826049189143542,-12.655515634138117,4.826047654471836
5.089058524173025,-4.815078100815551,-12.592933658650502,4.815076583892619
5.076142131979692,-4.804153624850538,-12.530810764127054,4.8041521254347685
5.063291139240503,-4.793275488965292,-12.469142508620008,4.793274006818535
5.0505050505050475,-4.782443422733538,-12.407924503343875,4.782441957621813
5.037783375314858,-4.771657157573841,-12.347152411919666,4.771655709266383
5.0251256281407,-4.760916426737636,-12.286821949631547,4.760914995007624
5.012531328320799,-4.750220965297174,-12.226928882695647,4.750219549920814
4.999999999999997,-4.739570510133587,-12.167469027540841,4.739569110891068
4.987531172069822,-4.7289647999248965,-12.108438250101248,4.728963416599356
4.97512437810945,-4.718403575134109,-12.049832465120287,4.71840220751244
4.9627791563275405,-4.707886577997306,-11.991647635465984,4.707885225869063
4.950495049504948,-4.697413552511807,-11.933879771457416,4.697412215670397
4.938271604938269,-4.6869842444242975,-11.876524930202034,4.6869829226660045
4.926108374384233,-4.676598401219082,-11.819579214943682,4.676597094343265
4.914004914004911,-4.666255772106288,-11.763038774421121,4.666254479915324
4.901960784313722,-4.655956108010146,-11.706899802236837,4.6559548303097245
4.889975550122246,-4.645699161557339,-11.651158536236009,4.645697898155618
4.878048780487802,-4.635484687065333,-11.595811257895376,4.635483437773701
4.866180048661797,-4.62531244053079,-11.540854291721866,4.625311205163541
4.854368932038832,-4.615182179618023,-11.486284004660837,4.615180957992095
4.842615012106535,-4.605093663647465,-11.432096805513677,4.605092455582337
4.830917874396132,-4.595046653584208,-11.378289144364674,4.5950454589025185
4.819277108433732,-4.585040912026606,-11.324857512016953,4.585039730553547
4.807692307692305,-4.575076203194902,-11.271798439437303,4.575075034758186
4.796163069544361,-4.565152292919865,-11.219108497209778,4.565151137349574
4.784688995215308,-4.555268948631578,-11.166784294997882,4.555267805760593
4.773269689737467,-4.545425939348184,-11.114822481015175,4.545424809011877
4.761904761904759,-4.53562303566472,-11.063219741504216,4.535621917700837
4.750593824228026,-4.525860009742022,-11.011972800223589,4.525858903990752
4.739336492890993,-4.516136635295607,-10.961078417942979,4.516135541599397
4.728132387706853,-4.506452687584736,-10.910533391946073,4.50645160578847
4.716981132075468,-4.496807943401409,-10.860334555541204,4.496806873352398
4.705882352941174,-4.487202181059486,-10.810478777579556,4.487201122607075
4.69483568075117,-4.477635180383815,-10.760962961980827,4.477634133379581
4.683840749414517,-4.468106722699481,-10.71178404726623,4.468105686997205
4.67289719626168,-4.458616590821057,-10.66293900609865,4.458615566276592
4.662004662004659,-4.449164569041915,-10.614424844829895,4.449163555513337
4.651162790697671,-4.439750443123638,-10.56623860305489,4.439749440471189
4.640371229698373,-4.4303740002854415,-10.518377353172673,4.430373008371191
4.629629629629627,-4.4210350291936855,-10.470838199954102,4.421034047881847
4.618937644341798,-4.4117333199514,-10.423618280116177,4.411732349108036
4.608294930875573,-4.402468664087973,-10.376714761902795,4.402467703581181
4.597701149425284,-4.393240854548747,-10.3301248446719,4.393239904248503
4.58715596330275,-4.38404968568482,-10.28384575848886,4.384048745462906
4.576659038901599,-4.374894953242804,-10.237874763726012,4.3748940229731375
4.566210045662098,-4.3657764543547035,-10.192209150668248,4.36577553391254
4.555808656036444,-4.356693987527835,-10.146846239124503,4.356693076790634
4.545454545454542,-4.34764735263478,-10.10178337804514,4.347646451481523
4.535147392290247,-4.338636350903478,-10.057017945145011,4.338635459215084
4.5248868778280515,-4.329660784907264,-10.012547346532191,4.3296599025661635
4.514672686230245,-4.320720458555082,-9.968369016342253,4.320719585445488
4.504504504504502,-4.311815177081695,-9.924480416377992,4.311814313089201
4.494382022471907,-4.302944747037941,-9.88087903575448,4.302943892050223
4.484304932735423,-4.294108976281136,-9.837562390549447,4.294108130187169
4.474272930648767,-4.285307673965445,-9.794528023458769,4.285306836655934
4.464285714285712,-4.27654065053236,-9.751773503457105,4.276539821899291
4.454342984409797,-4.267807717701233,-9.709296425463519,4.267806897638366
4.444444444444442,-4.259108688459875,-9.66709441001202,4.259107876862288
4.434589800443456,-4.250443377055192,-9.625165102926942,4.250442573819612
4.424778761061944,-4.241811598983947,-9.583506175003109,4.241810804008537
4.415011037527591,-4.233213170983485,-9.542115321690638,4.233212384167814
4.405286343612332,-4.224647911022617,-9.50099026278439,4.224647132267535
4.395604395604392,-4.216115638292484,-9.460128742117911,4.216114867500096
4.3859649122806985,-4.20761617319756,-9.419528527261855,4.207615410271842
4.376367614879647,-4.199149337346647,-9.379187409226757,4.199148582192549
4.366812227074233,-4.190714953543973,-9.339103202170142,4.190714206067639
4.357298474945531,-4.182312845780333,-9.299273743107847,4.182312105889537
4.347826086956519,-4.173942839224307,-9.259696891629515,4.173942106827894
4.338394793926245,-4.165604760213515,-9.220370529618208,4.16560403522152
4.329004329004326,-4.157298436245969,-9.181292560974002,4.157297718570078
4.319654427645785,-4.1490236959714215,-9.142460911341612,4.1490229855243115
4.310344827586204,-4.140780369182878,-9.103873527841865,4.140779665878199
4.301075268817201,-4.1325682868080476,-9.065528378807038,4.132567590560711
4.291845493562229,-4.124387280900938,-9.02742345351996,4.124386591627172
4.2826552462526735,-4.116237184633502,-8.989556761956834,4.116236502250729
4.273504273504271,-4.108117832287301,-8.951926334533718,4.108117156713888
4.264392324093814,-4.1000290592452675,-8.914530221856584,4.100028390400723
4.2553191489361675,-4.091970701983514,-8.877366494474936,4.091970039788407
4.246284501061568,-4.08394259806319,-8.840433242638895,4.083941942439424
4.237288135593218,-4.075944586122432,-8.803728576059715,4.075943936992701
4.228329809725156,-4.067976505868321,-8.767250623673663,4.067975863156391
4.219409282700419,-4.060038198068947,-8.73099753340923,4.060037561699744
4.210526315789471,-4.052129504545485,-8.694967471957582,4.052128874445145
4.201680672268905,-4.044250268164399,-8.659158624546253,4.044249644259196
4.192872117400417,-4.0364003328296025,-8.623569194715966,4.036399715047764
4.184100418410039,-4.028579543474783,-8.588197404100587,4.0285789317450735
4.175365344467638,-4.020787746055692,-8.553041492210147,4.0207871403079025
4.166666666666664,-4.013024787542556,-8.518099716216849,4.013024187707288
4.158004158004156,-4.005290515912524,-8.483370350744059,4.005289921921417
4.1493775933609935,-3.997584780142159,-8.448851687658218,3.997584191927956
4.140786749482399,-3.9899074301999775,-8.414542035863628,3.9899068476958064
4.132231404958675,-3.9822583170391095,-8.380439721100046,3.9822577401795343
4.1237113402061825,-3.9746372925898976,-8.346543085743102,3.9746367213099347
4.115226337448557,-3.9670442097526966,-8.312850488607406,3.9670436439884043
4.106776180698149,-3.95947892239058,-8.279360304752393,3.9594783620789826
4.098360655737702,-3.9519412853222216,-8.246070925290818,3.951940730400736
4.089979550102247,-3.944431154314753,-8.21298075719985,3.9444306047223563
4.081632653061222,-3.9369483860767147,-8.180088223134739,3.936947841752499
4.073319755600812,-3.9294928382510483,-8.147391761245055,3.929492299135177
4.065040650406502,-3.9220643694081447,-8.114889824993373,3.92206383544152
4.056795131845839,-3.9146628390389284,-8.082580882976439,3.914662310163294
4.048582995951414,-3.9072881075480392,-8.050463418748759,3.9072875837059087
4.040404040404038,-3.8999400362470134,-8.018535930648564,3.8999395173814264
4.032258064516126,-3.8926184873475322,-7.986796931626117,3.892617973402537
4.024144869215289,-3.885323323954768,-7.955244949074327,3.885322814875053
4.01606425702811,-3.878054410060699,-7.923878524661661,3.878053905791603
4.008016032064125,-3.8708116105375483,-7.892696214167252,3.8708111110252617
3.9999999999999973,-3.8635947911312325,-7.86169658731827,3.8635942963223897
3.9920159680638694,-3.85640381845488,-7.830878227629401,3.8564033282970627
3.9840637450199177,-3.8492385599824086,-7.800239732244522,3.849238074423738
3.976143141153079,-3.8420988840420818,-7.769779711780449,3.8420984030312866
3.9682539682539657,-3.834984659810233,-7.739496790172767,3.834984183297024
3.9603960396039577,-3.8278957573049484,-7.709389604523713,3.8278952852393218
3.9525691699604715,-3.820832047379825,-7.679456804952061,3.82083157971266
