13.003901 2.0718631
12.5 1.9802527
12.004802 2.0402494
11.494253 2.0531307
11.0011 1.920629
10.504202 1.9727068
10 1.8983013
9.4966762 1.8181295
9.0009001 1.8296487
8.5034014 1.577625
8 1.5377845
7.5018755 1.5424883
6.9979006 1.3471324
6.4977258 1.2471107
5.9988002 1.2306646
5.4975261 1.1302612
5 1.0615034
4.50045 0.94408986
4 0.92838866
3.500175 0.89502475
3.0003 0.8869987
2.5 0.91315799
2 0.98218892
