0.200000 1.44105440E+0000
0.199000 1.43972882E+0000
0.198000 1.43838815E+0000
0.197000 1.43703216E+0000
0.196000 1.43566060E+0000
0.195000 1.43427318E+0000
0.194000 1.43286966E+0000
0.193000 1.43144977E+0000
0.192000 1.43001324E+0000
0.191000 1.42855979E+0000
0.190000 1.42708914E+0000
0.189000 1.42560099E+0000
0.188000 1.42409507E+0000
0.187000 1.42257103E+0000
0.186000 1.42102860E+0000
0.185000 1.41946745E+0000
0.184000 1.41788727E+0000
0.183000 1.41628773E+0000
0.182000 1.41466849E+0000
0.181000 1.41302923E+0000
0.180000 1.41136957E+0000
0.179000 1.40968916E+0000
0.178000 1.40798765E+0000
0.177000 1.40626467E+0000
0.176000 1.40451985E+0000
0.175000 1.40275278E+0000
0.174000 1.40096309E+0000
0.173000 1.39915039E+0000
0.172000 1.39731423E+0000
0.171000 1.39545422E+0000
0.170000 1.39356992E+0000
0.169000 1.39166090E+0000
0.168000 1.38972672E+0000
0.167000 1.38776693E+0000
0.166000 1.38578110E+0000
0.165000 1.38376869E+0000
0.164000 1.38172925E+0000
0.163000 1.37966229E+0000
0.162000 1.37756731E+0000
0.161000 1.37544380E+0000
0.160000 1.37329124E+0000
0.159000 1.37110910E+0000
0.158000 1.36889686E+0000
0.157000 1.36665392E+0000
0.156000 1.36437974E+0000
0.155000 1.36207374E+0000
0.154000 1.35973534E+0000
0.153000 1.35736393E+0000
0.152000 1.35495892E+0000
0.151000 1.35251972E+0000
0.150000 1.35004561E+0000
0.149000 1.34753599E+0000
0.148000 1.34499021E+0000
0.147000 1.34240758E+0000
0.146000 1.33978743E+0000
0.145000 1.33712906E+0000
0.144000 1.33443175E+0000
0.143000 1.33169484E+0000
0.142000 1.32891749E+0000
0.141000 1.32609899E+0000
0.140000 1.32323859E+0000
0.139000 1.32033550E+0000
0.138000 1.31738893E+0000
0.137000 1.31439808E+0000
0.136000 1.31136215E+0000
0.135000 1.30828023E+0000
0.134000 1.30515151E+0000
0.133000 1.30197511E+0000
0.132000 1.29875016E+0000
0.131000 1.29547575E+0000
0.130000 1.29215096E+0000
0.129000 1.28877488E+0000
0.128000 1.28534658E+0000
0.127000 1.28186502E+0000
0.126000 1.27832924E+0000
0.125000 1.27473826E+0000
0.124000 1.27109106E+0000
