0.02700000 0.617314
0.02780000 0.636893
0.03130000 0.721848
0.03570000 0.809057
0.03850000 0.861022
0.04170000 0.914882
0.04550000 0.972396
0.05000000 1.0412
0.05560000 1.11296
0.05880000 1.14887
0.06250000 1.18897
0.06670000 1.23051
0.07140000 1.27795
0.07690000 1.32659
0.08000000 1.34911
0.08330000 1.37651
0.08700000 1.40275
0.09090000 1.42793
0.09520000 1.45521
0.10000000 1.4845
0.10530000 1.51282
0.11110000 1.54334
0.11760000 1.57142
0.12500000 1.60058
0.14290000 1.66352
0.16670000 1.72126
0.20000000 1.77762
