           58.350000    1.35511127E-0289
           58.450000    3.95617333E-0287
           58.550000    1.16701433E-0284
           58.650000    2.41917013E-0282
           58.750000    4.45126530E-0280
           58.850000    6.98681470E-0278
           58.950000    9.87053264E-0276
           59.050000    1.25685426E-0273
           59.150000    1.46367990E-0271
           59.250000    1.57470340E-0269
           59.350000    1.57361963E-0267
           59.450000    1.47032192E-0265
           59.550000    1.28855151E-0263
           59.650000    1.06403458E-0261
           59.750000    8.30336201E-0260
           59.850000    6.13670407E-0258
           59.950000    4.30668784E-0256
           60.050000    2.87538954E-0254
           60.150000    1.82964905E-0252
           60.250000    1.11145474E-0250
           60.350000    6.45501342E-0249
           60.450000    3.58923476E-0247
           60.550000    1.91312477E-0245
           60.650000    9.78677350E-0244
           60.750000    4.81038822E-0242
           60.850000    2.27389291E-0240
           60.950000    1.03473470E-0238
           61.050000    4.53642349E-0237
           61.150000    1.91751406E-0235
           61.250000    7.81982096E-0234
           61.350000    3.07846512E-0232
           61.450000    1.17053298E-0230
           61.550000    4.30074946E-0229
           61.650000    1.52755982E-0227
           61.750000    5.24764325E-0226
           61.850000    1.74405644E-0224
           61.950000    5.61053367E-0223
           62.050000    1.74776520E-0221
           62.150000    5.27488966E-0220
           62.250000    1.54307031E-0218
           62.350000    4.37822743E-0217
           62.450000    1.20564756E-0215
           62.550000    3.22397484E-0214
           62.650000    8.37706229E-0213
           62.750000    2.11642026E-0211
           62.850000    5.20173149E-0210
           62.950000    1.24427019E-0208
           63.050000    2.89818313E-0207
           63.150000    6.57644646E-0206
           63.250000    1.45438093E-0204
           63.350000    3.13580785E-0203
           63.450000    6.59407299E-0202
           63.550000    1.35287672E-0200
           63.650000    2.70897056E-0199
           63.750000    5.29552924E-0198
           63.850000    1.01094020E-0196
           63.950000    1.88534107E-0195
           64.050000    3.43595671E-0194
           64.150000    6.12128427E-0193
           64.250000    1.06635055E-0191
           64.350000    1.81708159E-0190
           64.450000    3.02965928E-0189
           64.550000    4.94402159E-0188
           64.650000    7.89881597E-0187
           64.750000    1.23577458E-0185
           64.850000    1.89382325E-0184
           64.950000    2.84358677E-0183
           65.050000    4.18423958E-0182
           65.150000    6.03520802E-0181
           65.250000    8.53450457E-0180
           65.350000    1.18352182E-0178
           65.450000    1.60978805E-0177
           65.550000    2.14806783E-0176
           65.650000    2.81253356E-0175
           65.750000    3.61417587E-0174
           65.850000    4.55905585E-0173
           65.950000    5.64648627E-0172
           66.050000    6.86776133E-0171
           66.150000    8.20489488E-0170
           66.250000    9.63052083E-0169
           66.350000    1.11080539E-0167
           66.450000    1.25929858E-0166
           66.550000    1.40351825E-0165
           66.650000    1.53814938E-0164
           66.750000    1.65792652E-0163
           66.850000    1.75794852E-0162
           66.950000    1.83405667E-0161
           67.050000    1.88310365E-0160
           67.150000    1.90316324E-0159
           67.250000    1.89367184E-0158
           67.350000    1.85540256E-0157
           67.450000    1.79044298E-0156
           67.550000    1.70197021E-0155
           67.650000    1.59398836E-0154
           67.750000    1.47109872E-0153
           67.850000    1.33810895E-0152
           67.950000    1.19979280E-0151
           68.050000    1.06061768E-0150
           68.150000    9.24511256E-0150
           68.250000    7.94779771E-0149
           68.350000    6.73948098E-0148
           68.450000    5.63786876E-0147
           68.550000    4.65356700E-0146
           68.650000    3.79049849E-0145
           68.750000    3.04732228E-0144
           68.850000    2.41834831E-0143
           68.950000    1.89479710E-0142
           69.050000    1.46597896E-0141
           69.150000    1.12012404E-0140
           69.250000    8.45366374E-0140
           69.350000    6.30282820E-0139
           69.450000    4.64298355E-0138
           69.550000    3.37991346E-0137
           69.650000    2.43173248E-0136
           69.750000    1.72942097E-0135
