  -1.625233753574221    0.20000000E-04
  -1.575233753574221    0.10000000E-04
  -1.525233753574220    0.40000000E-04
  -1.475233753574219    0.80000000E-04
  -1.425233753574219    0.23000000E-03
  -1.375233753574221    0.50000000E-03
  -1.325233753574221    0.81000000E-03
  -1.275233753574220    0.17800000E-02
  -1.225233753574219    0.32400000E-02
  -1.175233753574219    0.53000000E-02
  -1.125233753574221    0.86400000E-02
  -1.075233753574221    0.13670000E-01
  -1.025233753574220    0.21310000E-01
  -0.975233753574219    0.32430000E-01
  -0.925233753574219    0.48820000E-01
  -0.875233753574221    0.70150000E-01
  -0.825233753574221    0.95070000E-01
  -0.775233753574220    0.13061000E+00
  -0.725233753574219    0.17127000E+00
  -0.675233753574219    0.22585000E+00
  -0.625233753574221    0.28415000E+00
  -0.575233753574221    0.35383000E+00
  -0.525233753574220    0.42725000E+00
  -0.475233753574219    0.50935000E+00
  -0.425233753574219    0.59331000E+00
  -0.375233753574221    0.67888000E+00
  -0.325233753574221    0.75989000E+00
  -0.275233753574220    0.83453000E+00
  -0.225233753574219    0.90761000E+00
  -0.175233753574219    0.95385000E+00
  -0.125233753574221    0.10017600E+01
  -0.075233753574221    0.10222700E+01
  -0.025233753574220    0.10274300E+01
   0.024766246425781    0.10227600E+01
   0.074766246425781    0.99458000E+00
   0.124766246425779    0.95536000E+00
   0.174766246425779    0.89908000E+00
   0.224766246425780    0.84123000E+00
   0.274766246425781    0.76669000E+00
   0.324766246425781    0.69904000E+00
   0.374766246425779    0.61810000E+00
   0.424766246425779    0.54432000E+00
   0.474766246425780    0.46922000E+00
   0.524766246425781    0.39583000E+00
   0.574766246425781    0.33422000E+00
   0.624766246425779    0.27508000E+00
   0.674766246425779    0.22554000E+00
   0.724766246425780    0.17896000E+00
   0.774766246425781    0.14295000E+00
   0.824766246425781    0.11332000E+00
   0.874766246425779    0.88040000E-01
   0.924766246425779    0.66970000E-01
   0.974766246425780    0.51600000E-01
   1.024766246425781    0.37600000E-01
   1.074766246425781    0.28340000E-01
   1.124766246425779    0.20590000E-01
   1.174766246425779    0.14210000E-01
   1.224766246425780    0.10370000E-01
   1.274766246425777    0.71300000E-02
   1.324766246425781    0.49100000E-02
   1.374766246425779    0.33900000E-02
   1.424766246425783    0.21400000E-02
   1.474766246425780    0.16000000E-02
   1.524766246425777    0.10500000E-02
   1.574766246425781    0.78000000E-03
   1.624766246425779    0.31000000E-03
   1.674766246425783    0.28000000E-03
   1.724766246425780    0.13000000E-03
   1.774766246425777    0.14000000E-03
   1.824766246425781    0.70000000E-04
   1.874766246425779    0.40000000E-04
   1.924766246425783    0.20000000E-04
   1.974766246425780    0.40000000E-04
   2.024766246425777    0.10000000E-04
   2.074766246425781    0.10000000E-04
   2.124766246425779    0.10000000E-04
